"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"InformacaoMedicamento","MedicationStatement.dosage.asNeeded","MedicationStatement.dosage.asNeeded","","","",0,1,"","","Y","boolean {[]} {[]}
","Take ""as needed""","Indicates whether the Medication is only taken when needed within a specific dosing schedule (Boolean option).","Can express ""as needed"" without a reason by setting the Boolean = True.  In this case the CodeableConcept is not populated.","","","","","","","","",,,,,"",,,,"Dosage.asNeeded",0,1,"dos-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.asNeededFor","MedicationStatement.dosage.asNeededFor","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Take ""as needed"" (for x)","Indicates whether the Medication is only taken based on a precondition for taking the Medication (CodeableConcept).","Can express ""as needed"" with a reason by including the CodeableConcept.  In this case the Boolean is assumed to be False, then the dose is given according to the schedule and is not ""prn"" or ""as needed"".","","","","","","","","",,"example","A coded concept identifying the precondition that should be met or evaluated prior to consuming or administering a medication dose.  For example ""pain"", ""30 minutes prior to sexual intercourse"", ""on flare-up"" etc.","http://hl7.org/fhir/ValueSet/medication-as-needed-reason","",,,,"Dosage.asNeededFor",0,*,"dos-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.site","MedicationStatement.dosage.site","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Body site to administer to","Body site to administer to.","If the use case requires attributes from the BodySite resource (e.g. to identify and track separately) then use the standard extension [http://hl7.org/fhir/StructureDefinition/bodySite](http://hl7.org/fhir/extensions/StructureDefinition-bodySite.html).  May be a summary code, or a reference to a very precise definition of the location, or both.","A coded specification of the anatomic site where the medication first enters the body.","","","","","","","",,"example","A coded concept describing the site location the medicine enters into or onto the body.","http://hl7.org/fhir/ValueSet/approach-site-codes","",,,,"Dosage.site",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.route","MedicationStatement.dosage.route","","","",0,1,"Y","","Y","CodeableConcept {[]} {[]}
","How drug should enter body","How drug should enter body.","","A code specifying the route or physiological path of administration of a therapeutic agent into or onto a patient's body.","","","","","","","",,"example","A coded concept describing the route or physiological path of administration of a therapeutic agent into or onto the body of a subject.","http://hl7.org/fhir/ValueSet/route-codes","",,,,"Dosage.route",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.method","MedicationStatement.dosage.method","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Technique for administering medication","Technique for administering medication.","Terminologies used often pre-coordinate this term with the route and or form of administration.","A coded value indicating the method by which the medication is introduced into or onto the body. Most commonly used for injections.  For examples, Slow Push; Deep IV.","","","","","","","",,"example","A coded concept describing the technique by which the medicine is administered.","http://hl7.org/fhir/ValueSet/administration-method-codes","",,,,"Dosage.method",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.doseAndRate","MedicationStatement.dosage.doseAndRate","","","",0,*,"Y","","Y","Element {[]} {[]}
","Amount of medication administered, to be administered or typical amount to be administered","Depending on the resource,this is the amount of medication administered, to  be administered or typical amount to be administered.","","","","","","","","","",,,,,"",,,,"Dosage.doseAndRate",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.doseAndRate.id","MedicationStatement.dosage.doseAndRate.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"InformacaoMedicamento","MedicationStatement.dosage.doseAndRate.extension","MedicationStatement.dosage.doseAndRate.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"InformacaoMedicamento","MedicationStatement.dosage.doseAndRate.type","MedicationStatement.dosage.doseAndRate.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The kind of dose or rate specified","The kind of dose or rate specified, for example, ordered or calculated.","","If the type is not populated, assume to be ""ordered"".","","","","","","","",,"example","The kind of dose or rate specified.","http://terminology.hl7.org/ValueSet/dose-rate-type","",,,,"Dosage.doseAndRate.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.doseAndRate.dose[x]","MedicationStatement.dosage.doseAndRate.dose[x]","","","",0,1,"","","Y","Range {[]} {[]}
Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}","Amount of medication per dose","Amount of medication per dose.","Note that this specifies the quantity of the specified medication, not the quantity for each active ingredient(s). Each ingredient amount can be communicated in the Medication resource. For example, if one wants to communicate that a tablet was 375 mg, where the dose was one tablet, you can use the Medication resource to document that the tablet was comprised of 375 mg of drug XYZ. Alternatively if the dose was 375 mg, then you may only need to use the Medication resource to indicate this was a tablet. If the example were an IV such as dopamine and you wanted to communicate that 400mg of dopamine was mixed in 500 ml of some IV solution, then this would all be communicated in the Medication resource. If the administration is not intended to be instantaneous (rate is present or timing has a duration), this can be specified to convey the total amount to be administered over the period of time as indicated by the schedule e.g. 500 ml in dose, with timing used to convey that this should be done over 4 hours.","The amount of therapeutic or other substance given at one administration event.","","","","","","","",,,,,"",,,,"Dosage.doseAndRate.dose[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.doseAndRate.rate[x]","MedicationStatement.dosage.doseAndRate.rate[x]","","","",0,1,"","","Y","Ratio {[]} {[]}
Range {[]} {[]}Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}","Amount of medication per unit of time","Amount of medication per unit of time.","It is possible to supply both a rate and a doseQuantity to provide full details about how the medication is to be administered and supplied. If the rate is intended to change over time, depending on local rules/regulations, each change should be captured as a new version of the MedicationRequest with an updated rate, or captured with a new MedicationRequest with the new rate.It is possible to specify a rate over time (for example, 100 ml/hour) using either the rateRatio and rateQuantity.  The rateQuantity approach requires systems to have the capability to parse UCUM grammar where ml/hour is included rather than a specific ratio where the time is specified as the denominator.  Where a rate such as 500ml over 2 hours is specified, the use of rateRatio may be more semantically correct than specifying using a rateQuantity of 250 mg/hour.","Identifies the speed with which the medication was or will be introduced into the patient. Typically the rate for an infusion e.g. 100 ml per 1 hour or 100 ml/hr.  May also be expressed as a rate per unit of time e.g. 500 ml per 2 hours.   Other examples: 200 mcg/min or 200 mcg/1 minute; 1 liter/8 hours.  Sometimes, a rate can imply duration when expressed as total volume / duration (e.g.  500mL/2 hours implies a duration of 2 hours).  However, when rate doesn't imply duration (e.g. 250mL/hour), then the timing.repeat.duration is needed to convey the infuse over time period.","","","","","","","",,,,,"",,,,"Dosage.doseAndRate.rate[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.maxDosePerPeriod","MedicationStatement.dosage.maxDosePerPeriod","","","",0,*,"","","Y","Ratio {[]} {[]}
","Upper limit on medication per unit of time","Upper limit on medication per unit of time.","This is intended for use as an adjunct to the dosage when there is an upper cap.  For example ""2 tablets every 4 hours to a maximum of 8/day"".","The maximum total quantity of a therapeutic substance that may be administered to a subject over the period of time.  For example, 1000mg in 24 hours.","","","","","","","",,,,,"",,,,"Dosage.maxDosePerPeriod",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.maxDosePerAdministration","MedicationStatement.dosage.maxDosePerAdministration","","","",0,1,"","","Y","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Upper limit on medication per administration","Upper limit on medication per administration.","This is intended for use as an adjunct to the dosage when there is an upper cap.  For example, a body surface area related dose with a maximum amount, such as 1.5 mg/m2 (maximum 2 mg) IV over 5 – 10 minutes would have doseQuantity of 1.5 mg/m2 and maxDosePerAdministration of 2 mg.","The maximum total quantity of a therapeutic substance that may be administered to a subject per administration.","","","","","","","",,,,,"",,,,"Dosage.maxDosePerAdministration",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.dosage.maxDosePerLifetime","MedicationStatement.dosage.maxDosePerLifetime","","","",0,1,"","","Y","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Upper limit on medication per lifetime of the patient","Upper limit on medication per lifetime of the patient.","","The maximum total quantity of a therapeutic substance that may be administered per lifetime of the subject.","","","","","","","",,,,,"",,,,"Dosage.maxDosePerLifetime",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.adherence","MedicationStatement.adherence","","","",0,1,"","","Y","BackboneElement {[]} {[]}
","Indicates whether the medication is or is not being consumed or administered","Indicates whether the medication is or is not being consumed or administered.","This element can be used to indicate whether a patient is following a course of treatment as instructed/prescribed or whether they are taking medications of their own volition.  It can also be used to indicate that a patient is not taking a medication, either because they were told not to or because they decided on their own.","","","","","","","","",,,,,"",,,,"MedicationStatement.adherence",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.adherence.id","MedicationStatement.adherence.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"InformacaoMedicamento","MedicationStatement.adherence.extension","MedicationStatement.adherence.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"InformacaoMedicamento","MedicationStatement.adherence.modifierExtension","MedicationStatement.adherence.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"InformacaoMedicamento","MedicationStatement.adherence.code","MedicationStatement.adherence.code","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","Type of adherence","Type of the adherence for the medication.","","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/medication-statement-adherence","",,,,"MedicationStatement.adherence.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacaoMedicamento","MedicationStatement.adherence.reason","MedicationStatement.adherence.reason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Details of the reason for the current use of the medication","Captures the reason for the current use or adherence of a medication.","This is generally only used for ""exception"" statuses such as ""entered-in-error"". The reason for performing the event at all is captured in reasonCode, not here.","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/reason-medication-status-codes","",,,,"MedicationStatement.adherence.reason",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InformacoesLM","InformacoesLM","InformacoesLM","","","",0,*,"","","","null {[]} {[]}
","Informações Adicionais (modelo)","Modelo Lógico - Informações Adicionais","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"InformacoesLM","InformacoesLM.medicamentoConcomitante","InformacoesLM.medicamentoConcomitante","","","",0,1,"","","","string {[]} {[]}
","Medicação Concomitante","Medicação Concomitante","","","","","","","","","",,,,,"",,,,"InformacoesLM.medicamentoConcomitante",0,1,"",""
"InformacoesLM","InformacoesLM.erroMedicacao","InformacoesLM.erroMedicacao","","","",0,1,"","","","string {[]} {[]}
","Erros de medicação","Erros de medicação","","","","","","","","","",,,,,"",,,,"InformacoesLM.erroMedicacao",0,1,"",""
"InformacoesLM","InformacoesLM.outrasInformacoes","InformacoesLM.outrasInformacoes","","","",0,1,"","","","string {[]} {[]}
","Outras informações","Outras informações","","","","","","","","","",,,,,"",,,,"InformacoesLM.outrasInformacoes",0,1,"",""
"MedicamentoLM","MedicamentoLM","MedicamentoLM","","","",0,*,"","","","null {[]} {[]}
","Medicamento (modelo)","Modelo Lógico - Medicamento","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"MedicamentoLM","MedicamentoLM.nomeMedicamento","MedicamentoLM.nomeMedicamento","","","",1,1,"","","","string {[]} {[]}
","Nome do medicamento","Nome do medicamento","","","","","","","","","",,,,,"",,,,"MedicamentoLM.nomeMedicamento",1,1,"",""
"MedicamentoLM","MedicamentoLM.lote","MedicamentoLM.lote","","","",0,1,"","","","string {[]} {[]}
","Número de ltoe","Número de ltoe","","","","","","","","","",,,,,"",,,,"MedicamentoLM.lote",0,1,"",""
"MedicamentoLM","MedicamentoLM.posologia","MedicamentoLM.posologia","","","",0,1,"","","","string {[]} {[]}
","Posologia","Posologia","","","","","","","","","",,,,,"",,,,"MedicamentoLM.posologia",0,1,"",""
"MedicamentoLM","MedicamentoLM.dataInicioTomaMedicamento","MedicamentoLM.dataInicioTomaMedicamento","","","",0,1,"","","","dateTime {[]} {[]}
","Data de inicio da toma do medicamento","Data de inicio da toma do medicamento","","","","","","","","","",,,,,"",,,,"MedicamentoLM.dataInicioTomaMedicamento",0,1,"",""
"MedicamentoLM","MedicamentoLM.dataInicioTomaMedicamentoPrecisao","MedicamentoLM.dataInicioTomaMedicamentoPrecisao","","","",0,1,"","","","code {[]} {[]}
","Precisão de data de inicio da toma do medicamento","Precisão de data de inicio da toma do medicamento","","","","","","","","","",,,,,"",,,,"MedicamentoLM.dataInicioTomaMedicamentoPrecisao",0,1,"",""
"MedicamentoLM","MedicamentoLM.dataFimTomaMedicamento","MedicamentoLM.dataFimTomaMedicamento","","","",0,1,"","","","dateTime {[]} {[]}
","Data de fim da toma do medicamento","Data de fim da toma do medicamento","","","","","","","","","",,,,,"",,,,"MedicamentoLM.dataFimTomaMedicamento",0,1,"",""
"MedicamentoLM","MedicamentoLM.dataFimTomaMedicamentoPrecisao","MedicamentoLM.dataFimTomaMedicamentoPrecisao","","","",0,1,"","","","code {[]} {[]}
","Precisão de data de fim da toma do medicamento","Precisão de data de fim da toma do medicamento","","","","","","","","","",,,,,"",,,,"MedicamentoLM.dataFimTomaMedicamentoPrecisao",0,1,"",""
"MedicamentoLM","MedicamentoLM.dosagem","MedicamentoLM.dosagem","","","",0,1,"","","","string {[]} {[]}
","Dosagem","Dosagem","","","","","","","","","",,,,,"",,,,"MedicamentoLM.dosagem",0,1,"",""
"MedicamentoLM","MedicamentoLM.medidaTomada","MedicamentoLM.medidaTomada","","","",0,1,"","","","code {[]} {[]}
","Qual a medida tomada","Qual a medida tomada","","","","","","","","","",,,,,"",,,,"MedicamentoLM.medidaTomada",0,1,"",""
"MedicamentoLM","MedicamentoLM.viaAdministracaoCode","MedicamentoLM.viaAdministracaoCode","","","",0,1,"","","","string {[]} {[]}
","Via de administração","Via de administração","","","","","","","","","",,,,,"",,,,"MedicamentoLM.viaAdministracaoCode",0,1,"",""
"MedicamentoLM","MedicamentoLM.tipoAutorizacaoCode","MedicamentoLM.tipoAutorizacaoCode","","","",0,1,"","","","code {[]} {[]}
","Tipo de Autorização","Tipo de Autorização","","","","","","","","","",,,,,"",,,,"MedicamentoLM.tipoAutorizacaoCode",0,1,"",""
"MedicamentoLM","MedicamentoLM.indicacaoTerapeutica","MedicamentoLM.indicacaoTerapeutica","","","",0,1,"","","","string {[]} {[]}
","Indicação Terapêutica do medicamento","Indicação Terapêutica do medicamento","","","","","","","","","",,,,,"",,,,"MedicamentoLM.indicacaoTerapeutica",0,1,"",""
"NotificacaoLM","NotificacaoLM","NotificacaoLM","","","",0,*,"","","","null {[]} {[]}
","Notificação (modelo)","Modelo Lógico - Notificação","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"NotificacaoLM","NotificacaoLM.Doente","NotificacaoLM.Doente","","","",1,1,"","","","https://hl7.pt/fhir/ADR/StructureDefinition/DoenteLM {[]} {[]}
","Informações sobre o Doente","Informações sobre o Doente","","","","","","","","","",,,,,"",,,,"NotificacaoLM.Doente",1,1,"",""
"NotificacaoLM","NotificacaoLM.reacaoAdversa","NotificacaoLM.reacaoAdversa","","","",1,*,"","","","https://hl7.pt/fhir/ADR/StructureDefinition/ReacaoAdversaLM {[]} {[]}
","Informações sobre a reacção adversa","Informações sobre a reacção adversa","","","","","","","","","",,,,,"",,,,"NotificacaoLM.reacaoAdversa",1,*,"",""
"NotificacaoLM","NotificacaoLM.medicamento","NotificacaoLM.medicamento","","","",1,*,"","","","https://hl7.pt/fhir/ADR/StructureDefinition/MedicamentoLM {[]} {[]}
","Informações sobre os medicamentos","Informações sobre os medicamentos","","","","","","","","","",,,,,"",,,,"NotificacaoLM.medicamento",1,*,"",""
"NotificacaoLM","NotificacaoLM.notificador","NotificacaoLM.notificador","","","",1,1,"","","","https://hl7.pt/fhir/ADR/StructureDefinition/NotificadorLM {[]} {[]}
","Informações sobre os notificadores","Informações sobre os notificadores","","","","","","","","","",,,,,"",,,,"NotificacaoLM.notificador",1,1,"",""
"NotificacaoLM","NotificacaoLM.informacoes","NotificacaoLM.informacoes","","","",0,*,"","","","https://hl7.pt/fhir/ADR/StructureDefinition/InformacoesLM {[]} {[]}
","Informações adicionais","Informações adicionais","","","","","","","","","",,,,,"",,,,"NotificacaoLM.informacoes",0,*,"",""
"NotificadorLM","NotificadorLM","NotificadorLM","","","",0,*,"","","","null {[]} {[]}
","Notificador (modelo)","Modelo Lógico - Notificador","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"NotificadorLM","NotificadorLM.tipoNotificador","NotificadorLM.tipoNotificador","","","",1,1,"","","","code {[]} {[]}
","Informações sobre o Doente","Informações sobre o Doente","","","","","","","","","",,,,,"",,,,"NotificadorLM.tipoNotificador",1,1,"",""
"NotificadorLM","NotificadorLM.nomeProprio","NotificadorLM.nomeProprio","","","",0,1,"","","","string {[]} {[]}
","Nome Próprio","Nome Próprio","","","","","","","","","",,,,,"",,,,"NotificadorLM.nomeProprio",0,1,"",""
"NotificadorLM","NotificadorLM.apelido","NotificadorLM.apelido","","","",0,1,"","","","string {[]} {[]}
","Apelido","Apelido","","","","","","","","","",,,,,"",,,,"NotificadorLM.apelido",0,1,"",""
"NotificadorLM","NotificadorLM.distritoCode","NotificadorLM.distritoCode","","","",0,1,"","","","string {[]} {[]}
","Código do distrito","Código do distrito","","","","","","","","","",,,,,"",,,,"NotificadorLM.distritoCode",0,1,"",""
"NotificadorLM","NotificadorLM.concelhoCode","NotificadorLM.concelhoCode","","","",0,1,"","","","code {[]} {[]}
","Concelho","Concelho","","","","","","","","","",,,,,"",,,,"NotificadorLM.concelhoCode",0,1,"",""
"NotificadorLM","NotificadorLM.localTrabalho","NotificadorLM.localTrabalho","","","",0,1,"","","","string {[]} {[]}
","Local de Trabalho","Local de Trabalho","","","","","","","","","",,,,,"",,,,"NotificadorLM.localTrabalho",0,1,"",""
"NotificadorLM","NotificadorLM.localidade","NotificadorLM.localidade","","","",0,1,"","","","string {[]} {[]}
","Localidade","Localidade","","","","","","","","","",,,,,"",,,,"NotificadorLM.localidade",0,1,"",""
"NotificadorLM","NotificadorLM.codigoPostal","NotificadorLM.codigoPostal","","","",0,1,"","","","string {[]} {[]}
","Código Postal","Código Postal","","","","","","","","","",,,,,"",,,,"NotificadorLM.codigoPostal",0,1,"",""
"NotificadorLM","NotificadorLM.qualificacao","NotificadorLM.qualificacao","","","",0,1,"","","","string {[]} {[]}
","Qualificação","Qualificação","","","","","","","","","",,,,,"",,,,"NotificadorLM.qualificacao",0,1,"",""
"NotificadorLM","NotificadorLM.email","NotificadorLM.email","","","",0,1,"","","","string {[]} {[]}
","email","email","","","","","","","","","",,,,,"",,,,"NotificadorLM.email",0,1,"",""
"NotificadorLM","NotificadorLM.telefone","NotificadorLM.telefone","","","",0,1,"","","","string {[]} {[]}
","telefone","telefone","","","","","","","","","",,,,,"",,,,"NotificadorLM.telefone",0,1,"",""
"NotificadorLM","NotificadorLM.numeroCarteira","NotificadorLM.numeroCarteira","","","",0,1,"","","","string {[]} {[]}
","Carteira Profissional","Carteira Profissional","","","","","","","","","",,,,,"",,,,"NotificadorLM.numeroCarteira",0,1,"",""
"NotificadorLM","NotificadorLM.reAdvComunicadaPs","NotificadorLM.reAdvComunicadaPs","","","",0,1,"","","","string {[]} {[]}
","reAdvComunicadaPs","reAdvComunicadaPs","","","","","","","","","",,,,,"",,,,"NotificadorLM.reAdvComunicadaPs",0,1,"",""
"NotificadorLM","NotificadorLM.psComunicouInfarmed","NotificadorLM.psComunicouInfarmed","","","",0,1,"","","","string {[]} {[]}
","psComunicouInfarmed","psComunicouInfarmed","","","","","","","","","",,,,,"",,,,"NotificadorLM.psComunicouInfarmed",0,1,"",""
"NotificadorLM","NotificadorLM.autInfarmdContactarPs","NotificadorLM.autInfarmdContactarPs","","","",0,1,"","","","string {[]} {[]}
","autInfarmdContactarPs","autInfarmdContactarPs","","","","","","","","","",,,,,"",,,,"NotificadorLM.autInfarmdContactarPs",0,1,"",""
"NotificadorLM","NotificadorLM.nomePsContactar","NotificadorLM.nomePsContactar","","","",0,1,"","","","string {[]} {[]}
","nomePsContactar","nomePsContactar","","","","","","","","","",,,,,"",,,,"NotificadorLM.nomePsContactar",0,1,"",""
"NotificadorLM","NotificadorLM.telefonePsContactar","NotificadorLM.telefonePsContactar","","","",0,1,"","","","string {[]} {[]}
","telefonePsContactar","telefonePsContactar","","","","","","","","","",,,,,"",,,,"NotificadorLM.telefonePsContactar",0,1,"",""
"NotificadorLM","NotificadorLM.localTrabalhoPsContactar","NotificadorLM.localTrabalhoPsContactar","","","",0,1,"","","","string {[]} {[]}
","localTrabalhoPsContactar","localTrabalhoPsContactar","","","","","","","","","",,,,,"",,,,"NotificadorLM.localTrabalhoPsContactar",0,1,"",""
"NotificadorLM","NotificadorLM.qualificacaoPsContactar","NotificadorLM.qualificacaoPsContactar","","","",0,1,"","","","string {[]} {[]}
","qualificacaoPsContactar","qualificacaoPsContactar","","","","","","","","","",,,,,"",,,,"NotificadorLM.qualificacaoPsContactar",0,1,"",""
"ProfissionalSaude","Practitioner","Practitioner","","","",0,*,"","","","null {[]} {[]}
","A person with a  formal responsibility in the provisioning of healthcare or related services","A person who is directly or indirectly involved in the provisioning of healthcare or related services.","","","","","","","","","",,,,,"",,,,"Practitioner",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().ofType(canonical) | %resource.descendants().ofType(uri) | %resource.descendants().ofType(url))) or descendants().where(reference = '#').exists() or descendants().where(ofType(canonical) = '#').exists() or descendants().where(ofType(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}"
"ProfissionalSaude","Practitioner.id","Practitioner.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","Within the context of the FHIR RESTful interactions, the resource has an id except for cases like the create and conditional update. Otherwise, the use of the resouce id depends on the given use case.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"ProfissionalSaude","Practitioner.meta","Practitioner.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ProfissionalSaude","Practitioner.implicitRules","Practitioner.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of its narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
